image_name,x_centers,y_centers,widths,heights
301.png,0.15;0.86875;0.046875;0.784375;0.340625;0.125;0.5671875;0.4578125;0.6265625;0.28125;0.603125;0.203125,0.3458333333333333;0.07916666666666666;0.95;0.30833333333333335;0.40625;0.94375;0.70625;0.8854166666666666;0.08125;0.4166666666666667;0.7125;0.2791666666666667,0.05625;0.05625;0.05625;0.05625;0.05625;0.05625;0.053125;0.053125;0.053125;0.05;0.05;0.05,0.075;0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667
302.png,0.3984375;0.190625;0.084375;0.28125;0.171875;0.7265625;0.684375;0.440625;0.85625,0.8990610328638498;0.2347417840375587;0.056338028169014086;0.568075117370892;0.13145539906103287;0.9225352112676056;0.38967136150234744;0.38497652582159625;0.046948356807511735,0.059375;0.05625;0.05625;0.05625;0.05625;0.053125;0.05;0.05;0.05,0.0892018779342723;0.08450704225352113;0.08450704225352113;0.08450704225352113;0.08450704225352113;0.07981220657276995;0.07511737089201878;0.07511737089201878;0.07511737089201878
303.png,0.7859375;0.778125;0.5546875;0.7671875;0.1140625;0.9203125;0.7390625;0.9265625;0.4625;0.68125;0.30625,0.6729166666666667;0.38125;0.3229166666666667;0.7729166666666667;0.5479166666666667;0.4354166666666667;0.03958333333333333;0.08958333333333333;0.6625;0.058333333333333334;0.8333333333333334,0.059375;0.05625;0.053125;0.053125;0.053125;0.053125;0.053125;0.053125;0.05;0.05;0.05,0.07916666666666666;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667
304.png,0.396875;0.709375;0.1953125;0.8609375;0.24375;0.740625;0.625;0.871875,0.8208333333333333;0.7916666666666666;0.78125;0.6291666666666667;0.041666666666666664;0.19583333333333333;0.325;0.89375,0.05625;0.05625;0.053125;0.053125;0.05;0.05;0.05;0.05,0.075;0.075;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.0625
305.png,0.1359375;0.55625;0.409375;0.803125;0.5453125;0.8078125;0.4265625;0.925;0.5125;0.403125;0.6375;0.146875,0.21041666666666667;0.45;0.14583333333333334;0.8354166666666667;0.23125;0.69375;0.8270833333333333;0.15416666666666667;0.7083333333333334;0.2875;0.9416666666666667;0.35833333333333334,0.059375;0.05625;0.05625;0.05625;0.053125;0.053125;0.053125;0.05;0.05;0.05;0.05;0.05,0.07916666666666666;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667
306.png,0.0640625;0.80625;0.9;0.225;0.43125;0.3984375;0.3640625;0.3921875;0.3625;0.8875,0.6104166666666667;0.4625;0.08333333333333333;0.9291666666666667;0.74375;0.33958333333333335;0.30625;0.4895833333333333;0.5208333333333334;0.48333333333333334,0.059375;0.05625;0.05625;0.05625;0.05625;0.053125;0.053125;0.053125;0.05;0.05,0.07916666666666666;0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667
307.png,0.6921875;0.309375;0.3125;0.7875;0.9734375;0.5546875;0.7578125;0.8140625;0.79375;0.0375,0.7979166666666667;0.7;0.30833333333333335;0.8875;0.14791666666666667;0.3854166666666667;0.29375;0.11875;0.6333333333333333;0.23333333333333334,0.059375;0.05625;0.05625;0.05625;0.053125;0.053125;0.053125;0.053125;0.05;0.05,0.07916666666666666;0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667
308.png,0.69375;0.4734375;0.0703125;0.5484375;0.5546875;0.9484375;0.628125;0.828125,0.20657276995305165;0.10093896713615023;0.5046948356807511;0.7300469483568075;0.3028169014084507;0.8098591549295775;0.8450704225352113;0.8309859154929577,0.05625;0.053125;0.053125;0.053125;0.053125;0.053125;0.05;0.05,0.08450704225352113;0.07981220657276995;0.07981220657276995;0.07981220657276995;0.07981220657276995;0.07981220657276995;0.07511737089201878;0.07511737089201878
309.png,0.525;0.296875;0.425;0.9390625;0.9078125;0.6625;0.96875;0.4125;0.446875;0.50625,0.5083333333333333;0.42083333333333334;0.9145833333333333;0.85625;0.41875;0.8208333333333333;0.0625;0.6333333333333333;0.6958333333333333;0.21666666666666667,0.05625;0.05625;0.05625;0.053125;0.053125;0.05;0.05;0.05;0.05;0.05,0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667
310.png,0.8328125;0.15625;0.090625;0.6796875;0.5796875;0.715625;0.18125;0.19375;0.08125;0.578125,0.31690140845070425;0.4507042253521127;0.1643192488262911;0.4671361502347418;0.1056338028169014;0.38497652582159625;0.8262910798122066;0.5633802816901409;0.8028169014084507;0.24647887323943662,0.059375;0.05625;0.05625;0.053125;0.053125;0.05;0.05;0.05;0.05;0.05,0.0892018779342723;0.08450704225352113;0.08450704225352113;0.07981220657276995;0.07981220657276995;0.07511737089201878;0.07511737089201878;0.07511737089201878;0.07511737089201878;0.07042253521126761
311.png,0.5234375;0.89375;0.31875;0.7375;0.878125;0.8;0.2515625;0.3765625;0.68125;0.48125;0.2125;0.24375,0.15208333333333332;0.6291666666666667;0.12083333333333333;0.2375;0.8375;0.9520833333333333;0.3770833333333333;0.36875;0.3;0.1625;0.4041666666666667;0.7291666666666666,0.059375;0.05625;0.05625;0.05625;0.05625;0.05625;0.053125;0.053125;0.05;0.05;0.05;0.05,0.07916666666666666;0.075;0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667
312.png,0.03608247422680412;0.12886597938144329;0.23711340206185566;0.09965635738831616;0.40893470790378006;0.422680412371134;0.4639175257731959;0.7749140893470791;0.40378006872852235;0.9089347079037801,0.7390625;0.2421875;0.609375;0.725;0.221875;0.53125;0.03125;0.2859375;0.2046875;0.7734375,0.058419243986254296;0.058419243986254296;0.054982817869415807;0.054982817869415807;0.054982817869415807;0.054982817869415807;0.054982817869415807;0.05154639175257732;0.05154639175257732;0.05154639175257732,0.053125;0.053125;0.05;0.05;0.05;0.05;0.05;0.046875;0.046875;0.046875
313.png,0.146875;0.075;0.04375;0.859375;0.565625;0.3703125;0.9609375;0.6265625;0.6734375;0.925;0.76875,0.13551401869158877;0.1822429906542056;0.2383177570093458;0.3598130841121495;0.5490654205607477;0.7873831775700935;0.12850467289719625;0.0630841121495327;0.5817757009345794;0.1308411214953271;0.411214953271028,0.05625;0.05625;0.05625;0.05625;0.05625;0.053125;0.053125;0.053125;0.053125;0.05;0.05,0.08411214953271028;0.08411214953271028;0.08411214953271028;0.08411214953271028;0.0794392523364486;0.0794392523364486;0.0794392523364486;0.0794392523364486;0.0794392523364486;0.07476635514018691;0.07476635514018691
314.png,0.8546875;0.81875;0.7265625;0.5453125;0.2703125;0.5640625;0.6359375;0.8640625;0.2453125;0.71875;0.565625,0.91875;0.8416666666666667;0.10625;0.8770833333333333;0.28958333333333336;0.47291666666666665;0.7229166666666667;0.8854166666666666;0.9541666666666667;0.10416666666666667;0.7458333333333333,0.059375;0.05625;0.053125;0.053125;0.053125;0.053125;0.053125;0.053125;0.053125;0.05;0.05,0.07916666666666666;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667
315.png,0.359375;0.8578125;0.9234375;0.1046875;0.8703125;0.2921875;0.125;0.875,0.7333333333333333;0.9145833333333333;0.65625;0.74375;0.10208333333333333;0.12916666666666668;0.9291666666666667;0.3416666666666667,0.05625;0.053125;0.053125;0.053125;0.053125;0.053125;0.05;0.05,0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667
316.png,0.3765625;0.4921875;0.253125;0.13125;0.575;0.790625;0.4296875;0.7734375;0.03125;0.321875;0.76875;0.19375,0.80625;0.41041666666666665;0.85;0.6166666666666667;0.6375;0.24166666666666667;0.8895833333333333;0.47708333333333336;0.29583333333333334;0.2708333333333333;0.625;0.7125,0.059375;0.059375;0.05625;0.05625;0.05625;0.05625;0.053125;0.053125;0.05;0.05;0.05;0.05,0.07916666666666666;0.07916666666666666;0.075;0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667
317.png,0.1875;0.74375;0.878125;0.496875;0.1125;0.221875;0.615625,0.6338028169014085;0.19718309859154928;0.9061032863849765;0.20657276995305165;0.47417840375586856;0.06572769953051644;0.2676056338028169,0.05625;0.05625;0.05625;0.05625;0.05625;0.05;0.05,0.08450704225352113;0.08450704225352113;0.08450704225352113;0.08450704225352113;0.08450704225352113;0.07511737089201878;0.07511737089201878
318.png,0.1140625;0.85;0.721875;0.703125;0.1171875;0.9390625;0.075;0.16875,0.19791666666666666;0.7083333333333334;0.5458333333333333;0.0375;0.12708333333333333;0.6666666666666666;0.6625;0.9333333333333333,0.059375;0.05625;0.05625;0.05625;0.053125;0.053125;0.05;0.05,0.07916666666666666;0.075;0.075;0.075;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667
319.png,0.4484375;0.1875;0.559375;0.390625;0.375;0.16875;0.6328125;0.5421875;0.6703125;0.534375;0.565625,0.48541666666666666;0.6541666666666667;0.4125;0.12083333333333333;0.6125;0.325;0.6479166666666667;0.14375;0.5854166666666667;0.9375;0.4083333333333333,0.059375;0.05625;0.05625;0.05625;0.05625;0.05625;0.053125;0.053125;0.053125;0.05;0.05,0.07916666666666666;0.075;0.075;0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667
320.png,0.5375;0.775;0.1625;0.06875;0.434375;0.5453125;0.4765625;0.775,0.4381443298969072;0.6185567010309279;0.0979381443298969;0.9020618556701031;0.4690721649484536;0.45618556701030927;0.6829896907216495;0.634020618556701,0.05625;0.05625;0.05625;0.05625;0.05625;0.053125;0.053125;0.05,0.09278350515463918;0.09278350515463918;0.09278350515463918;0.09278350515463918;0.09278350515463918;0.08762886597938144;0.08762886597938144;0.08247422680412371
321.png,0.415625;0.475;0.3953125;0.159375;0.628125;0.55625;0.14375;0.25625,0.42083333333333334;0.45416666666666666;0.91875;0.55;0.24583333333333332;0.78125;0.8479166666666667;0.34791666666666665,0.05625;0.05625;0.053125;0.05;0.05;0.05;0.05;0.05,0.075;0.075;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.0625;0.0625;0.0625
322.png,0.24583333333333332;0.075;0.7;0.07708333333333334;0.04375;0.23125;0.06458333333333334;0.27708333333333335;0.35208333333333336;0.63125;0.4;0.025,0.48125;0.184375;0.075;0.5390625;0.2734375;0.7265625;0.5515625;0.5421875;0.2046875;0.7671875;0.359375;0.81875,0.058333333333333334;0.058333333333333334;0.058333333333333334;0.05416666666666667;0.05416666666666667;0.05416666666666667;0.05416666666666667;0.05416666666666667;0.05416666666666667;0.05416666666666667;0.05;0.05,0.04375;0.04375;0.04375;0.040625;0.040625;0.040625;0.040625;0.040625;0.040625;0.040625;0.0375;0.0375
323.png,0.66875;0.275;0.0421875;0.3296875;0.6171875;0.309375;0.33125;0.65;0.078125,0.7089201877934272;0.5211267605633803;0.2699530516431925;0.4953051643192488;0.2887323943661972;0.5586854460093896;0.17370892018779344;0.12206572769953052;0.8215962441314554,0.05625;0.05625;0.053125;0.053125;0.053125;0.05;0.05;0.05;0.05,0.08450704225352113;0.08450704225352113;0.07981220657276995;0.07981220657276995;0.07981220657276995;0.07511737089201878;0.07511737089201878;0.07511737089201878;0.07511737089201878
324.png,0.23333333333333334;0.7791666666666667;0.10833333333333334;0.23958333333333334;0.79375;0.38125;0.6604166666666667;0.39166666666666666;0.8083333333333333;0.825;0.5166666666666667,0.115625;0.325;0.63125;0.8234375;0.2984375;0.4296875;0.390625;0.190625;0.834375;0.440625;0.79375,0.058333333333333334;0.058333333333333334;0.058333333333333334;0.05416666666666667;0.05416666666666667;0.05416666666666667;0.05416666666666667;0.05;0.05;0.05;0.05,0.04375;0.04375;0.04375;0.040625;0.040625;0.040625;0.0375;0.0375;0.0375;0.0375;0.0375
325.png,0.06666666666666667;0.7270833333333333;0.26875;0.6791666666666667;0.3;0.8041666666666667;0.5083333333333333;0.1375;0.6166666666666667;0.49583333333333335;0.125,0.646875;0.0484375;0.834375;0.625;0.453125;0.8875;0.490625;0.41875;0.725;0.771875;0.2921875,0.058333333333333334;0.05416666666666667;0.05416666666666667;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05,0.04375;0.040625;0.0375;0.0375;0.0375;0.0375;0.0375;0.0375;0.0375;0.0375;0.034375
326.png,0.6125;0.25;0.4640625;0.8265625;0.0296875;0.975;0.259375;0.2375;0.54375;0.334375,0.09166666666666666;0.22916666666666666;0.38125;0.41458333333333336;0.05416666666666667;0.5125;0.8416666666666667;0.5375;0.15;0.052083333333333336,0.05625;0.05625;0.053125;0.053125;0.053125;0.05;0.05;0.05;0.05;0.05,0.075;0.075;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.0625
327.png,0.159375;0.509375;0.425;0.2296875;0.7296875;0.4734375;0.6859375;0.334375;0.56875;0.071875;0.571875;0.628125,0.2875;0.4375;0.8;0.5604166666666667;0.16875;0.11041666666666666;0.5354166666666667;0.4;0.17083333333333334;0.4666666666666667;0.2875;0.20416666666666666,0.05625;0.05625;0.05625;0.053125;0.053125;0.053125;0.053125;0.05;0.05;0.05;0.05;0.05,0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667
328.png,0.8541666666666666;0.9270833333333334;0.3145833333333333;0.36041666666666666;0.34375;0.4583333333333333;0.15;0.5833333333333334,0.58125;0.0328125;0.6171875;0.8765625;0.7015625;0.69375;0.45625;0.58125,0.058333333333333334;0.05416666666666667;0.05416666666666667;0.05416666666666667;0.05416666666666667;0.05;0.05;0.05,0.04375;0.040625;0.040625;0.040625;0.040625;0.0375;0.0375;0.0375
329.png,0.709375;0.3609375;0.8015625;0.7140625;0.2140625;0.8546875;0.6453125;0.8328125,0.8708333333333333;0.39791666666666664;0.6020833333333333;0.64375;0.4979166666666667;0.5229166666666667;0.18541666666666667;0.6041666666666666,0.05625;0.053125;0.053125;0.053125;0.053125;0.053125;0.053125;0.053125,0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667
330.png,0.50625;0.665625;0.959375;0.784375;0.24375;0.803125;0.2859375;0.1984375;0.9203125;0.0421875;0.146875;0.8125,0.05;0.425;0.9541666666666667;0.4;0.35;0.175;0.15208333333333332;0.16458333333333333;0.8145833333333333;0.70625;0.5625;0.6,0.05625;0.05625;0.05625;0.05625;0.05625;0.05625;0.053125;0.053125;0.053125;0.053125;0.05;0.05,0.075;0.075;0.075;0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667
331.png,0.5359375;0.440625;0.49375;0.35;0.81875;0.7859375;0.2265625;0.4671875;0.396875;0.975;0.390625;0.840625,0.6583333333333333;0.15;0.225;0.6916666666666667;0.2875;0.29791666666666666;0.12291666666666666;0.46875;0.6041666666666666;0.4708333333333333;0.5416666666666666;0.5833333333333334,0.059375;0.05625;0.05625;0.05625;0.05625;0.053125;0.053125;0.053125;0.05;0.05;0.05;0.05,0.075;0.075;0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667
332.png,0.075;0.03333333333333333;0.81875;0.60625;0.8395833333333333;0.8020833333333334;0.7291666666666666;0.3416666666666667;0.2833333333333333;0.625,0.5375;0.5125;0.9328125;0.2015625;0.0734375;0.1484375;0.434375;0.15;0.45625;0.196875,0.058333333333333334;0.058333333333333334;0.05416666666666667;0.05416666666666667;0.05416666666666667;0.05416666666666667;0.05;0.05;0.05;0.05,0.04375;0.04375;0.040625;0.040625;0.040625;0.040625;0.0375;0.0375;0.0375;0.0375
333.png,0.434375;0.234375;0.309375;0.0625;0.4171875;0.175;0.859375;0.5,0.6958333333333333;0.24583333333333332;0.24583333333333332;0.2916666666666667;0.6291666666666667;0.625;0.07083333333333333;0.7125,0.05625;0.05625;0.05625;0.05625;0.053125;0.05;0.05;0.05,0.075;0.075;0.075;0.075;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667
334.png,0.2890625;0.5609375;0.45;0.0953125;0.3546875;0.7484375;0.2375,0.13541666666666666;0.43125;0.7916666666666666;0.65625;0.33958333333333335;0.13125;0.625,0.059375;0.059375;0.05625;0.053125;0.053125;0.053125;0.05,0.07916666666666666;0.07916666666666666;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667
335.png,0.146875;0.478125;0.4375;0.5921875;0.384375;0.69375;0.90625,0.8916666666666667;0.7583333333333333;0.6666666666666666;0.9645833333333333;0.3;0.43333333333333335;0.30833333333333335,0.05625;0.05625;0.05625;0.053125;0.05;0.05;0.05,0.075;0.075;0.075;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667
